SpeciesUId,Class,Order,Name,ScientificName,Icon,Notes,Level,RedData
543,Birds,Crows,Pied crow,Corvus albus,548a.png,"  Medium; black with white belly and collar on hindneck. Habitat variable, but not forest. Widespread. Very common resident.",1,N
544,Birds,Crows,House Crow,Corvus splendens,549a.png,"  Medium; black with sooty grey nape, breast and mantle. Industrial and suburban parts of Durban. Locally common resident.",1,N
545,Birds,Crows,White-necked Raven,Corvus albicollis,550a.png,"  Medium; black with white collar on hindneck; bill very large and deep. Voice rather high-pitched croak. Mountains, gorges. Widespread in S and NE. Fairly common resident.",1,N
546,Birds,Insect Eaters,Grey Tit,Parus afer,551a.png,  Small to very small; head and extensive bib glossy black; broad white stripe under eye to breast; back dull greyish brown; flanks and mantle dull pinkish buff. Karoo scrub from e Karoo to central Namibia. Uncommon resident.,1,N
547,Birds,Insect Eaters,Ashy Tit,Parus cinerascens,552a.png,"  Small; similar to Southern Grey Tit, but back bluish grey, mantle white, flanks grey. Savanna, thornbush. Mainly Kalahari basin to Zimbabwe and Namibia. Uncommon resident.",1,N
548,Birds,Insect Eaters,Southern Black Tit,Parus niger,554a.png,"  Small; black (female duller below) with bold white wingbar; undertail coverts barred with white. Woodland, savanna, gardens. Widespread in SE, E and N. Common resident.",1,N
549,Birds,Insect Eaters,Grey Penduline-Tit,Anthoscopus caroli,557a.png,"  Very small; warblerlike; above light brownish grey; forehead marked black and white; eyering, face and throat white; rest of underparts pale yellow. Drier savanna and thornbush, semi-arid scrub. Dry w half of s Africa. Fairly common resident.",1,N
550,Birds,Insect Eaters,Grey Penduline-Tit,Anthoscopus minutus,558a.png,"  Very small; similar to Cape Penduline Tit, but forehead plain buff, rest of upperparts greyer, underparts buff, whitish on throat, yellowish on breast. Voice rasping chikiZEE-chikiZEE. Savanna, woodland. Moister tropical NE and N. Fairly common resident.",1,N
551,Birds,Insect Eaters,Arrow-marked Babbler,Turdoides jardineii,560a.png,"  Small; brown, paler below, streaked below with white arrowheads; eyes bright orange; gregarious. Voice loud harsh chattering. Woodland, savanna, thickets. Mainly NE, from KwaZulu-Natal and Northwestern Province to Caprivi and Zambezi Valley. Very common resident.",1,N
552,Birds,Insect Eaters,Southern Pied Babbler,Turdoides bicolor,563a.png,  Small; white with black wings and tail; eyes orange; gregarious. Voice harsh chattering. Dry savanna and woodland. Kalahari basin to Zimbabwe and Namibia. Locally common resident.,1,N
553,Birds,Insect Eaters,Bush Blackcap,Lioptilus nigricapillus,565a.png,  Small; crown black; back brown; below grey; bill coral pink. Mistbelt and montane forest. Eastern escarpments. Uncommon resident.,1,N
554,Birds,Insect Eaters,Cape Bulbul,Pycnonotus capensis,566a.png,"  Small; mostly sooty brown, paler on belly; head darker with low pointed crest; eye wattle white; undertail coverts yellow. Fynbos, riverine and coastal scrub, gardens. Winter-rainfall region from Orange River to Sundays River and se Karoo. Common resident.",1,N
555,Birds,Insect Eaters,African Red-eyed Bulbul,Pycnonotus nigricans,567a.png,"  Small; similar to Cape Bulbul, but whitish on belly, head black, eye wattle orange-red. Drier woodland and savanna, gardens, karoo, semidesert. Dry W and Kalahari basin. Very common resident and nomad.",1,N
556,Birds,Insect Eaters,Dark-capped Bulbul,Pycnonotus tricolor,568a.png,"  Small; very similar to Redeyed Bulbul, but eye wattle black (not visible against black head). Woodland, forest edge, savanna, gardens, montane scrub. Moister e and n parts of s Africa. Very common resident.",1,N
557,Birds,Insect Eaters,Terrestrial Brownbul,Phyllastrephus terrestris,569a.png,"  Small; above brown, washed rufous on tail. below white, washed greyish on flanks; eyes red; somewhat gregarious. Voice churring chatter, usually from ground. Lowland forest, dense bush, thickets. Moister parts of extreme S, E, NE and N. Fairly common resident.",1,N
558,Birds,Insect Eaters,Yellow-streaked Greenbul,Phyllastrephus flavostriatus,570a.png,"  Small; crown and face grey; back olive; below whitish, washed yellowish on belly, olive on flanks, faintly streaked pale yellow. Flicks one wing at a time while foraging. Voice loud chink CHANK chow. Evergreen forest in extreme E. Fairly common resident.",1,N
559,Birds,Insect Eaters,Sombre Greenbul,Andropadus importunus,572a.png,"  Small; olive grey, paler below; eyes white. Voice sharp willy callnote; song piping willy, come-and-have-a-fight, scaaared. Forest, coastal bush, thickets, gardens. Lowlands and escarpment from sw Cape to Zambezi Valley. Very common resident.",1,N
560,Birds,Insect Eaters,Yellow-bellied Greenbul,Chlorocichla flaviventris,574a.png,"  Small; above plain brownish olive; below bright yellow; eyes red; eyering whitish. Voice nasal p&ecirc;-p&ecirc;-p&ecirc;. Evergreen forest, riverine bush. Confined to tropical E, NE and N. Common resident.",1,N
561,Birds,Insect Eaters,Eastern Nicator,Nicator gularis,575a.png,"  Small; above greyish or yellowish olive; wings spots and tip of tail pale yellow; below buffy white; undertail coverts and underwing yellow. Voice loud penetrating jumble of rich notes. Riverine forest, thickets in extreme E and Zambezi Valley. Fairly common resident.",1,N
562,Birds,Thrushs Starlings and Larks,Kurrichane Thrush,Turdus libonyanus,576a.png,"  Small; above brownish grey; throat white with 2 lateral black stripes; breast light grey; belly white in centre, tawny orange at sides; bill orange. Song short sweet phrases, slightly trilled. Woodland, savanna, gardens. Mainly subtropical to tropical NE from KwaZulu-Natal. Common resident.",1,N
563,Birds,Thrushs Starlings and Larks,Olive Thrush,Turdus olivaceus,577a.png,"  Small; above dark olive grey-brown; throat white, streaked blackish; belly dull olive-yellow; bill and legs yellow. Song short sweet phrases, without trilled quality. Forest, wooded kloofs, riverine bush, gardens. Widespread in S and SE; also eastern highlands of Zimbabwe. Common resident.",1,N
564,Birds,Thrushs Starlings and Larks,Karoo Thrush,Turdus smithi,577a.png,,1,N
565,Birds,Thrushs Starlings and Larks,Spotted Ground Thrush,Zoothera guttata,578a.png,"  Small; above brown with 2 bold white wingbars; below white boldly spotted black; bold black and white facial pattern; tail longish, rounded. Coastal and lowland evergreen forest. E Cape to Zululand. Uncommon resident and local migrant.",1,N
566,Birds,Thrushs Starlings and Larks,Orange Ground Thrush,Zoothera gurneyi,579a.png,  Small; above brown with 2 bold white wingbars; below orange with centre of belly white; bill black. Song mellow and sustained. Montane and mistbelt forest along e escarpments. Uncommon resident and local migrant.,1,N
567,Birds,Thrushs Starlings and Larks,Groundscraper Thrush,Psophocichla litsitsirupa,580a.png,"  Small; above light olive grey (no wingbars); below white, boldly spotted black; bold black and white facial pattern; large orange-buff patch in wing shows in flight. Woodland, savanna, farmyards, plantations. Widespread except in arid and montane regions, and moist NE. Fairly common resident.",1,N
568,Birds,Thrushs Starlings and Larks,Cape Rock Thrush,Monticola rupestris,581a.png,"  Small; tail orange with black centre. Male: head to upper breast bluegrey; back mottled brown; rest of underparts rich orange-rufous. Female: above mottled brown; face and throat mottled brown and white; rest of underparts rich orange-rufous. Gorges, cliffs, rocky hillsides with bush. Widespread in S. Locally common resident.",1,N
569,Birds,Thrushs Starlings and Larks,Sentinel Rock Thrush,Monticola explorator,582a.png,"  Small; tail orange with black centre. Male: similar to Cape Rockthrush, but bluegrey extends well down whole breast. Female: above lightly mottled brown; below mottled brown and white. High montane grassland, fynbos, karoo. From sw Cape to se Transvaal. Common resident and altitudinal migrant.",1,N
570,Birds,Thrushs Starlings and Larks,Short-toed Rock Thrush,Monticola brevipes,583a.png,"  Small; tail orange with black centre. Male: similar to % Cape Rockthrush, but crown and eyebrow whitish, back bluegrey. Female: similar to &amp; Cape Rockthrush, but above plain brown, throat whiter. Rocky outcrops, hills, valleys. Dry W (but absent from s Karoo). Locally fairly common resident.",1,N
571,Birds,Insect Eaters,Common Redstart,Phoenicurus phoenicurus,584a.png,"  Very small; tail often trembled. Male: above bluegrey; face and throat black; rump and tail bright rufous with black central tail feathers; rest of underparts bright rufous-orange, shading to white on belly. Female: rump and tail as in %; above brownish grey; eyering pale; below rufous-buff to whitish. Woodland, savanna. Very rare vagrant.",1,N
572,Birds,Insect Eaters,Northern Wheatear,Oenanthe oenanthe,585a.png,"  Small; tail white with centre and terminal third black, forming black T; below rich buff, shading to white on belly. Male (Br): above grey; eyebrow and rump white; face black. Female and nonbr Male: above brown; eyebrow whitish. Open bare ground in woodland. Zimbabwe and n Transvaal. Very rare Nonbr Palaearctic vagrant.",1,N
573,Birds,Insect Eaters,Pied Wheatear,Oenanthe pleschanka,585a.png,"  Small. Male: back, throat and wings black; crown, nape, rump and underparts white, tinged buff on breast; tail white with black centre and tip forming black  T-shape. Female: above brown; rump and tail as in female; below buff to whitish. Stony plains and mountain slopes. Very rare vagrant.",1,N
574,Birds,Insect Eaters,Mountain Wheatear,Oenanthe monticola,586a.png,"  Small; rump and outer tail feathers white. Male: black or grey; patch at bend of wing white; some black males have crown and belly white. Female: sooty black; no white patch on wing. Rocky hills, mountains, valleys. Highveld and dry W. Locally common resident.",1,N
575,Birds,Insect Eaters,Capped Wheatear,Oenanthe pileata,587a.png,"  Small; upright posture; above brown, forecrown, face and broad breastband black; forehead, eyebrow and rest of underparts white, washed buff on flanks; tail white at base, with black triangle in centre. Open ground in semidesert, woodland. Widespread except in most arid regions and in moist E. Common resident and Br migrant.",1,N
576,Birds,Insect Eaters,Buff-streaked Chat,Campicoloides bifasciata,588a.png,"  Small; tail all black. Male: above brown, streaked black; wings, tail, face, throat and breast black, outlined above with white; belly rich buff. Female: above brown, lightly streaked darker; eyebrow pale buff; rump and underparts rich buff, streaked brownish below. Rocky slopes with grassland on se and e escarpments. Fairly common to uncommon resident.",1,N
577,Birds,Insect Eaters,Familiar Chat,Cercomela familiaris,589a.png,"  Small; smoky brownish grey, rump dull orange; ear coverts washed rufous; tail orange-rufous with black T pattern in centre and tip; flicks wings sideways 1-4 times on landing or stopping. Habitat variable, but usually stony or near buildings. Widespread. Common resident.",1,N
578,Birds,Insect Eaters,Tractrac Chat,Cercomela tractrac,590a.png,"  Very small to small; above pale grey, rump white; tail white with black triangle towards tip; below white. Desert and semidesert from Karoo to Namib. Fairly common resident.",1,N
579,Birds,Insect Eaters,Sickle-winged Chat,Cercomela sinuata,591a.png,"  Very small to small; above pale smoky brown, rump and tail pale whitish rufous with black triangle towards tip; below greyish buff, washed tawny on flanks; flicks wings lightly upwards on landing; hops very fast on ground. High mountains, semidesert from Lesotho to s Namibia. Common resident.",1,N
580,Birds,Insect Eaters,Karoo Chat,Cercomela schlegelii,592a.png,"  Small; grey, paler below; rump usually grey; tail longish, white at sides with long central black triangle, meeting rump; may flutter wings on landing. Semidesert, desert. Karoo to n Namib. Fairly common resident.",1,N
581,Birds,Insect Eaters,Mocking Cliff Chat,Thamnolaea cinnamomeiventris,593a.png,  Small; mainly glossy black (%) or sooty black (&amp;); rump and belly chestnut (duller in &amp;); white patch at bend of wing in %; raises tail slowly on landing. Song rich fluty imitations of other birdcalls. Wooded rocky cliffs and gorges in e half of s Africa. Locally common resident.,1,N
582,Birds,Insect Eaters,Arnot’s Chat,Pentholaea arnotti,594a.png,"  Small; jet black with white patch at bend of wing; % has white crown, &amp; has white throat and upper breast. Voice thin feee. Mopane and miombo woodland. Tropical NE and N. Locally common resident.",1,N
583,Birds,Insect Eaters,Ant-eating Chat,Myrmecocichla formicivora,595a.png,"  Small; posture upright, legs long; sooty blackish brown; white windows conspicuous in wings in fluttering flight; % has small white patch at bend of wing. Open grassland, semidesert, sandveld. Widespread except in Namib and moister E and NE.",1,N
584,Birds,Insect Eaters,African StoneChat,Saxicola torquatus,596a.png,"  Very small; rump and wingpatches conspicuously white in flight; wings flickered frequently when alarmed. Male: head, wings and tail black with large white patch at sides of neck; breast rich chestnut, shading to white on lower belly. Female: above streaked black and brown; below light buffy cinnamon, paler on throat and belly. Grassland, moist hillsides, vleis, canefields, karoo scrub. Widespread except in most arid regions and Kalahari sandveld. Common resident and altitudinal migrant.",1,N
585,Birds,Insect Eaters,Chorister Robin-Chat,Cossypha dichroa,598a.png,"  Small; above blackish slate; rump and underparts deep orange; tail orange with black centre. Evergreen forest, especially in mistbelt. Mainly SE and e escarpment. Locally common resident.",1,N
586,Birds,Insect Eaters,White-browed Robin-Chat,Cossypha heuglini,599a.png,"  Small; similar to Chorister Robin, but with conspicuous white eyebrow. Riverine bush, thickets. Tropical NE and N. Locally common resident.",1,N
587,Birds,Insect Eaters,Red-capped Robin-Chat,Cossypha natalensis,600a.png,"  Small; above brownish to bluish grey; face and underparts deep orange; tail orange with black centre. Mostly evergreen forest; also deciduous thickets, gardens. Moist E and NE to Caprivi. Locally common resident.",1,N
588,Birds,Insect Eaters,Cape Robin-Chat,Cossypha caffra,601a.png,"  Small; above greyish brown; clear white eyebrow above black facial patch; rump and tail orange with black centre; breast light orange; belly grey. Forest, wooded kloofs, thickets, riverine bush, gardens. Widespread in S; also e highlands of Zimbabwe. Common resident.",1,N
589,Birds,Insect Eaters,White-throated Robin-Chat,Cossypha humeralis,602a.png,"  Small; above slate grey; eyebrow and wingstripe white; face, sides of neck and rest of wing black; below white, shading to light orange on lower flanks; rump and tail orange with black centre and tip. Thorn thickets, riverine bush, dense woodland. Subtropical E from KwaZulu-Natal to Zimbabwe. Locally common resident.",1,N
590,Birds,Thrushs Starlings and Larks,Collared Palm Thrush,Cichladusa arquata,603a.png,"  Small; above brown; rump, wings and tail bright chestnut; throat and upper breast buff, bordered by narrow black collar; sides of head and breast grey, shading to buff belly; eyes whitish. Palm thickets in major river valleys. Limpopo, Sabie and Zambezi Valleys. Locally common resident.",1,N
591,Birds,Insect Eaters,White-starred Robin,Pogonocichla stellata,606a.png,  Very small to small; whole head slaty black with white stars on front and throat (stars seldom visible); back green; rest of underparts bright yellow; tail golden yellow with black centre and tip. Evergreen forest in extreme E. Locally common altitudinal migrant.,1,N
592,Birds,Night Birds,Thrush Nightingale,Luscinia luscinia,609a.png,"  Small; above brown, shading to rufous on rump and tail; below whitish, obscurely mottled brown on breast. Voice rich melodious song starting and interspersed with sharp chuk-chuk-chuk notes. Thickets and riverine bush in woodland. Subtropics from e Transvaal to Zimbabwe. Uncommon Nonbr Palaearctic migrant.",1,N
593,Birds,Insect Eaters,Boulder Chat,Pinarornis plumosus,610a.png,"  Small; sooty black; bar across flight feathers, tip of tail and barring on throat white. Hills and outcrops with boulders. Ne Botswana to Zimbabwe. Locally fairly common resident.",1,N
594,Birds,Insect Eaters,Cape Rockjumper,Chaetops frenatus,611a.png,"  Small; legs and tail longish; above grey, streaked black; eyebrow and wingbar white; rump and belly chestnut (paler and duller in female); tail black, tipped white; throat and upper breast black with broad white malar stripe (streaked black on rufous in female). Voice piping ""pee-pee-pee..."", like alarm clock running down. Mountains of sw and s Cape. Fairly common resident.",1,N
595,Birds,Insect Eaters,Drakensberg Rockjumper,Chaetops aurantius,612a.png,"  Small; similar to Cape Rockjumper, but belly paler orange in male, pale buff in female; female less streaky below than female Cape Rockjumper. Mountains of ne Cape to Lesotho. Fairly common resident.",1,N
596,Birds,Insect Eaters,White-browed Scrub Robin,Erythropygia leucophrys,613a.png,"  Small; above light brown; conspicuous eyebrow and 2 wingbars white; rump bright orange-rufous; tail blackish, tipped white; below white, boldly streaked black on breast and flanks. Thickets in woodland and savanna. Widespread except in arid and highveld regions. Common resident.",1,N
597,Birds,Insect Eaters,Karoo Scrub Robin,Erythropygia coryphoeus,614a.png,"  Small; greyish brown, paler below; eyebrow, throat and tips of tail feathers white; rest of tail black. Thickets, riverine bush in semidesert and karoo, fynbos. Drier parts of SW to s Namibia. Common resident.",1,N
598,Birds,Insect Eaters,Kalahari Scrub Robin,Erythropygia paena,615a.png,"  Small; light sandy brown, shading to rufous on rump, paler below; eyebrow whitish; tail orange-rufous with broad black subterminal band and white tip. Open scrub and dry savanna. Kalahari basin to n Namibia. Fairly common resident.",1,N
599,Birds,Insect Eaters,Brown Scrub Robin,Erythropygia signata,616a.png,"  Small; above brown; eyebrow, spot below eye, tip of tail, spots at bend of wing, most of underparts white; flanks washed greyish; tail black. Evergreen coastal to mistbelt forest from e Cape to e Transvaal. Fairly common resident.",1,N
600,Birds,Insect Eaters,Bearded Scrub Robin,Erythropygia quadrivirgata,617a.png,"  Small; above brown, shading to rufous on rump; eyebrow white, bordered black above and below; throat white with 2 bold lateral stripes; spots at bend of wing and centre of belly white; breast and flanks washed tawny; tail black, tipped white. Thickets in woodland, tangles along watercourses. Tropical NE to Caprivi. Fairly common resident.",1,N
601,Birds,Insect Eaters,Garden Warbler,Sylvia borin,619a.png,"  Very small; above brown; below greyish white; no distinctive markings. Voice rapid babble of mellow chirps and chirrups from concealed post in bush. Woodland, thickets, forest edges. Widespread except in arid regions. Fairly common Nonbr Palaearctic migrant.",1,N
602,Birds,Insect Eaters,Common Whitethroat,Sylvia communis,620a.png,"  Small; above brown, washed rusty on wings; throat white; breast pinkish (%) or buff (&amp;); rest of underparts buffy white; tail blackish, edged white. Voice sustained jumble of twittering notes; repeated chuk. Savanna, woodland. Orange Free State northwards; avoids arid and very moist regions. Sparse Nonbr Palaearctic migrant.",1,N
603,Birds,Insect Eaters,Eurasian Blackcap,Sylvia atricapilla,620a.png,"  Very small; above brownish olive; crown black %or rusty &amp;; below dirty white, washed olive on flanks. Woodland, scrub, gardens. Very rare Nonbr Palaearctic vagrant to Transvaal.",1,N
604,Birds,Insect Eaters,Chestnut-vented Tit-Babbler,Sylvia subcaerulea,621a.png,"  Small to very small; above dull bluegrey; throat white, boldly streaked black; breast and belly light grey; undertail coverts bright chestnut; tail black, tipped white; eyes white. Voice sharp cheriktiktik; rich melodious song. Drier thornveld, riverine and hillside bush, thickets in savanna. Widespread except in moist e parts. Common resident",1,N
605,Birds,Insect Eaters,Layard’s Tit-Babbler,Sylvia layardi,622a.png,"  Small to very small; similar to Titbabbler, but undertail coverts white. Montane and arid scrub, mostly on hillsides. Lesotho highlands to Karoo and Namib Desert. Locally fairly common resident.",1,N
606,Birds,Insect Eaters,Southern Hyliota,Hyliota australis,624a.png,"  Very small; above black; below bright yellow-buff; white wingpatch and outer tail feathers; &amp; duller and paler. Miombo woodland, riverine Acacia. Zimbabwe and Mozambique. Uncommon resident.",1,N
607,Birds,Insect Eaters,Icterine Warbler,Hippolais icterina,625a.png,"  Very small to small; above yellowish olive to greenish grey; wing darker with pale yellow panel when folded; faint eyebrow, eyering and underparts light yellow; bill longish, pointed, orange; legs bluish. Voice loud sustained jumble of harsh and musical notes from exposed perch; shows orange mouth while singing. Savanna, woodland. Widespread except in arid regions and most of Mozambique. Fairly common Nonbr Palaearctic migrant.",1,N
608,Birds,Insect Eaters,Olive-tree Warbler,Hippolais olivetorum,626a.png,"  Small; above brownish grey, darker on wings and tail; folded wing shows pale grey panel; tail edged white; below whitish; bill longish, pointed, pale at base. Savanna and thorn thickets. Free State to Zimbabwe. Uncommon Nonbr Palaearctic migrant.",1,N
609,Birds,Insect Eaters,River Warbler,Locustella fluviatilis,627a.png,"  Very small; above plain olive brown; eyebrow pale; below whitish, faintly streaked brown on breast and flanks; tail broad, rounded. Voice harsh ziki-ziki-ziki, varying in speed. Dense riverine vegetation in woodland. E Transvaal lowveld to Zimbabwe. Rare Nonbr Palaearctic migrant.",1,N
610,Birds,Insect Eaters,Great Reed Warbler,Acrocephalus arundinaceus,628a.png,"  Small; bill heavy; above plain brown; eyebrow thin, pale, well defined; below white to cream, washed buff on flanks; spreads tail in flight. Voice harsh creaking and scraping. Reedbeds, rank growth, gardens, canefields. Widespread except in arid regions. Locally common Nonbr Palaearctic migrant.",1,N
611,Birds,Insect Eaters,Basra Reed Warbler,Acrocephalus griseldis,629a.png,"  Small; above olive grey; eyebrow pale; below creamy white, washed buff on flanks; bill relatively long and fine. Voice similar to that of Great Reed Warbler. Rank growth in woodland. Tropical from Zululand to Zimbabwe. Very rare Nonbr Palaearctic migrant.",1,N
612,Birds,Insect Eaters,Eurasian Reed Warbler,Acrocephalus scirpaceus,630a.png,"  Very small; above plain brown, tinged rufous; eyebrow indistinct; below buff; legs dark; bill longish, slender. Voice squeaky unmusical notes, each repeated 2-3 times. Reedbeds, riverine growth, thickets. Mainly tropical. Very rare Nonbr Palaearctic migrant.",1,N
613,Birds,Insect Eaters,African Reed Warbler,Acrocephalus baeticatus,631a.png,"  Very small; above brown; eyebrow indistinct; below buffy white, faintly washed cinnamon across breast and flanks; legs pale; tail smoky brown, lightly tipped buff. Voice sustained grating song. Reedbeds, tall weedy growth, gardens. Widespread. Common Br migrant.",1,N
614,Birds,Insect Eaters,Marsh Warbler,Acrocephalus palustris,633a.png,"  Very small; similar to European Reed Warbler, but legs pale pinkish, bill relatively shorter and stouter. Voice musical with canarylike trills. Thickets, reedbeds, overgrown gardens in e half of s Africa. Fairly common Nonbr Palaearctic migrant.",1,N
615,Birds,Insect Eaters,Sedge Warbler,Acrocephalus schoenobaenus,634a.png,"  Very small; crown and back brown, streaked black; rump plain rusty brown; eyebrow white, bordered black above and below; below buffy white. Voice sharp tuk every few seconds. Waterside vegetation. Fairly common Nonbr Palaearctic migrant.",1,N
616,Birds,Insect Eaters,Lesser Swamp Warbler,Acrocephalus gracilirostris,635a.png,"  Small; above greyish brown; fairly distinct whitish eyebrow; below buffy white, washed dull rufous on flanks; legs dark brown. Voice richly melodious bubbling song in short phrases. Waterside vegetation. Widespread except in Kalahari basin and most arid parts of Namibia. Common resident.",1,N
617,Birds,Insect Eaters,Dark-capped Yellow Warbler,Iduna natalensis,637a.png,"  Very small to small; above yellowish olive brown; below bright yellow. Voice rich throaty song in short phrases. Rank vegetation in streams, gullies, vleis. Extreme E and NE. Locally common resident and altitudinal migrant.",1,N
618,Birds,Insect Eaters,Little Rush Warbler,Bradypterus baboecala,638a.png,"  Small; above dark smoky brown, tinged rusty towards rump; below greyish white, faintly streaked darker on breast, washed dull rufous on flanks and undertail coverts; tail broad, rounded. Voice sharp kruk kruk notes speeding up towards end of phrase. Reeds, sedges around inland waters. Widespread except in arid regions. Locally common resident.",1,N
619,Birds,Insect Eaters,Barratt’s Warbler,Bradypterus barratti,639a.png,"  Small; similar to African Sedge Warbler, but more streaky below; habitat different. Voice loud warbling trill, starting slowly and becoming blurred. Dense tangles along streams, wooded gorges, forest edge, coastal bush. Extreme SE and e highlands of Zimbabwe, Gorongosa Mountain. Common resident, but very hard to see.",1,N
620,Birds,Insect Eaters,Knysna Warbler,Bradypterus sylvaticus,640a.png,"  Very small to small; dark brown, paler below. Voice loud ringing notes, ending in bubbling trill, less blurred than that of Knysna warbler. Undergrowth in dense lowland and coastal forest, wooded gullies. Extreme s Cape from Cape Town to coastal KwaZulu-Natal. Rare resident and local migrant.",1,N
621,Birds,Insect Eaters,Victorin’s Warbler,Cryptillas victorini,641a.png,"  Small; above brown, washed grey on head; below russet brown; tail broad, wedge-shaped. Voice jumble of lilting sibilant notes ending in 4-5 sucking notes. Fynbos from sw Cape to just W of Port Elizabeth. Locally common resident.",1,N
622,Birds,Insect Eaters,Broad-tailed Warbler,Schoenicola brevirostris,642a.png,"  Small; tail markedly broad, heavy and dark, tipped white; above plain buffy yellowish brown; below white, washed buff on breast and flanks; undertail coverts black, boldly scaled white; bill rather short and stubby. Voice feeble tsink note at intervals. Moist grassland on hillsides and valley bottoms. Extreme E to NE. Uncommon local resident.",1,N
623,Birds,Insect Eaters,Willow Warbler,Phylloscopus trochilus,643a.png,"  Very small; above greenish to brownish grey; eyebrow and underparts usually pale yellow or yellowish white; tail notched; legs pinkish. Voice gentle sweetu callnote and short song phrase fading away at end. Any woodland, gardens, savanna. Widespread. Very common Nonbr Palaearctic migrant.",1,N
624,Birds,Insect Eaters,Yellow-throated Woodland Warbler,Phylloscopus ruficapilla,644a.png,"  Very small; crown rusty, back green; throat, breast and eyebrow yellow; belly white. Evergreen forest of S, s and e mountains and escarpment. Common resident.",1,N
625,Birds,Insect Eaters,Bar-throated Apalis,Apalis thoracica,645a.png,"  Very small; tail longish, dusky, edged white; above grey, more or less tinged green; throat white, bordered below by black collar; belly creamy white to yellow; eyes white. Voice quick penetrating tlip-tlip-tlip-tlip. Thickets, forest edge, riverine bush, gardens. Sw Cape to Zimbabwe. Common resident.",1,N
626,Birds,Insect Eaters,Yellow-breasted Apalis,Apalis flavida,648a.png,"  Very small; above yellowish green, greyer on head; throat and belly white; breast bright yellow, bordered below by black bar (except northern females); undertail coverts bright yellow. Voice loud krunk-krunk-krunk. Riverine and lowland bush, woodland, thickets. Lowlands from e Cape to tropical NE and N. Fairly common resident.",1,N
627,Birds,Insect Eaters,Rudd’s Apalis,Apalis ruddi,649a.png,"  Very small; similar to Barthroated Apalis, but darker with short pale eyebrow; yellow of belly confined to flanks; tail olive, tipped yellow; eyes dark. Voice sharp rattling chooky-chooky-chooky. Coastal bush, thickets. Zululand N to Save River, Mozambique. Fairly common resident.",1,N
628,Birds,Insect Eaters,Long-billed crombec,Sylvietta rufescens,651a.png,"  Very small; similar to Redfaced Crombec, but paler tawny below, bill noticeably longer. Voice lilting chirririt, chirririt and rolling trill. Savanna, woodland, bushy hillsides. Widespread except extreme SE. Common resident.",1,N
629,Birds,Insect Eaters,Yellow-bellied Eremomela,Eremomela icteropygialis,653a.png,"  Very small; above light brownish grey; eyebrow, throat and breast whitish; belly pale yellow. Voice quick phrase chichichirr, repeated 2-3 times. Drier woodland, savanna, semi-arid scrub. Widespread except in moist S, E and NE. Fairly common resident.",1,N
630,Birds,Insect Eaters,Karoo Eremomela,Eremomela gregalis,654a.png,"  Very small; above greyish green, washed yellow on rump; below white; undertail coverts and eyes yellow. Karoo scrub, desert. Karoo to Namib Desert. Fairly common resident.",1,N
631,Birds,Insect Eaters,Green-capped Eremomela,Eremomela scotops,655a.png,"  Very small; above pale greenish grey, greenish yellow on crown; below light yellow, paler on belly; chin and eyes white; lores dusky. Canopy of woodland and bushveld. Tropical NE to Caprivi. Fairly common resident.",1,N
632,Birds,Insect Eaters,Burnt-necked Eremomela,Eremomela usticollis,656a.png,"  Very small; above dark bluish grey; below buffy white; cheeks and throat collar rusty; eyes pale creamy yellow. Savanna, bushveld. Mainly tropical n half of s Africa. Fairly common resident.",1,N
633,Birds,Insect Eaters,Green-backed Camaroptera,Camaroptera brachyura,657a.png,"  Very small; above mossy green; below dull greyish white, shading to white under tail; tail often cocked up. Voice striking kwit, kwit, kwit from treetop. Forest edge, riverine bush. Southern and e Cape to Kwa-Zulu-Natal and s Mozambique. Common resident.",1,N
634,Birds,Insect Eaters,Grey-backed Camaroptera,Camaroptera brevicaudata,657a.png,"  Very small; similar to Greenbacked Bleating Warbler (see previous species), but back grey, contrasting with green wings. Voice similar to that of Greenbacked Bleating Warbler. Drier woodland, especially with thickets. Northern Province, n Mozambique, Zimbabwe, Botswana and Namibia.",1,N
635,Birds,Insect Eaters,Barred Wren-Warbler,Calamonastes fasciolatus,658a.png,"  Very small to small; above brown; below brownish white, barred dusky (breast plain brown in Br male); undertail coverts plain buff; eyes pale grey; tail often cocked up. Voice 2-5 high-pitched trilled bleats. Dense bush and thorny savanna. Kalahari basin to w Zimbabwe and n Namibia. Fairly common resident.",1,N
636,Birds,Insect Eaters,Stierling’s Wren-Warbler,Calamonastes stierlingi,659a.png,"  Very small; similar to African Barred Warbler, but underparts white, barred dusky from chin to undertail; eyes darker brown. Voice rapidly repeated 3-note phrase biririt-biririt-biririt. Mainly miombo and other woodland. Tropical NE and N. Common resident.",1,N
637,Birds,Insect Eaters,Cinnamon-breasted Warbler,Euryptila subcinnamomea,660a.png,"  Very small; above russet brown; rump, undertail and band across belly bright cinnamon; eyebrow and face speckled black and white; throat and breast grey; lower belly blackish grey; tail black, often cocked up. Arid boulder-strewn hillsides with shrubs and grass. Locally fairly common resident.",1,N
